127.0.0.1 - - [15/Apr/2019:16:26:37 +0800] "GET / HTTP/1.1" 404 1081
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:19 +0800] "GET /bookstore/images/productlist.gif HTTP/1.1" 200 3491
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:19 +0800] "GET /bookstore/bookcover/104.jpg HTTP/1.1" 200 6338
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:19 +0800] "GET /bookstore/bookcover/102.jpg HTTP/1.1" 200 8009
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:19 +0800] "GET /bookstore/bookcover/103.jpg HTTP/1.1" 200 5527
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:19 +0800] "GET /bookstore/bookcover/107.jpg HTTP/1.1" 200 5248
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:28 +0800] "GET /bookstore/productInfo?id=3 HTTP/1.1" 200 6128
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:28 +0800] "GET /bookstore/images/miniicon3.gif HTTP/1.1" 200 410
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:28 +0800] "GET /bookstore/ad/page_ad.jpg HTTP/1.1" 200 60334
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:28 +0800] "GET /bookstore/images/buybutton.gif HTTP/1.1" 200 2345
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:30 +0800] "GET /bookstore/addCart?id=3 HTTP/1.1" 200 115
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:38 +0800] "GET /bookstore/addCart?id=3 HTTP/1.1" 200 115
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:39 +0800] "GET /bookstore/cart.jsp HTTP/1.1" 200 8091
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:40 +0800] "GET /bookstore/images/buy1.gif HTTP/1.1" 200 5669
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:40 +0800] "GET /bookstore/images/gwc_jx.gif HTTP/1.1" 200 1498
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:40 +0800] "GET /bookstore/images/gwc_buy.gif HTTP/1.1" 200 1299
0:0:0:0:0:0:0:1 - - [15/Apr/2019:16:29:50 +0800] "GET /bookstore/product_list.jsp HTTP/1.1" 200 6017
